1, 3.535534e-001
2, 2.931510e-001
3, 3.069825e-001
4, 2.616313e-001
5, 2.299426e-001
6, 1.986324e-001
7, 1.722661e-001
8, 1.491376e-001
9, 1.291759e-001
10, 1.118651e-001
11, 9.687956e-002
12, 8.389979e-002
13, 7.265945e-002
14, 6.292486e-002
15, 5.449447e-002
16, 4.719353e-002
17, 4.087083e-002
18, 3.539531e-002
19, 3.065323e-002
20, 2.654622e-002
21, 2.298944e-002
22, 1.990932e-002
23, 1.724200e-002
24, 1.493155e-002
25, 1.293078e-002
26, 1.119845e-002
27, 9.697486e-003
28, 8.397936e-003
29, 7.272922e-003
30, 6.298313e-003
31, 5.453859e-003
32, 4.722737e-003
33, 4.088103e-003
34, 3.538723e-003
35, 3.065460e-003
