 0.0000000e+000,  2.0000000e+000 
 3.9999999e-002,  1.8400000e+000 
 7.9999998e-002,  1.6869761e+000 
 1.2000000e-001,  1.5414773e+000 
 1.6000000e-001,  1.4039370e+000 
 1.9999999e-001,  1.2746756e+000 
 2.3999999e-001,  1.1539067e+000 
 2.8000000e-001,  1.0417432e+000 
 3.1999999e-001,  9.3820465e-001 
 3.5999998e-001,  8.4322625e-001 
 3.9999998e-001,  7.5666726e-001 
 4.4000000e-001,  6.7832053e-001 
 4.7999999e-001,  6.0792202e-001 
 5.1999998e-001,  5.4516006e-001 
 5.6000000e-001,  4.8968458e-001 
 5.9999996e-001,  4.4111595e-001 
 6.3999999e-001,  3.9905310e-001 
 6.8000001e-001,  3.6308134e-001 
 7.1999997e-001,  3.3277920e-001 
 7.5999999e-001,  3.0772477e-001 
 7.9999995e-001,  2.8750113e-001 
 8.3999997e-001,  2.7170098e-001 
 8.8000000e-001,  2.5993058e-001 
 9.1999996e-001,  2.5181302e-001 
 9.5999998e-001,  2.4699055e-001 
 1.0000000e+000,  2.4512643e-001 
 1.0400000e+000,  2.4590620e-001 
 1.0799999e+000,  2.4903831e-001 
 1.1200000e+000,  2.5425434e-001 
 1.1600000e+000,  2.6130882e-001 
 1.1999999e+000,  2.6997864e-001 
 1.2400000e+000,  2.8006241e-001 
 1.2800000e+000,  2.9137921e-001 
 1.3199999e+000,  3.0376765e-001 
 1.3600000e+000,  3.1708437e-001 
 1.4000000e+000,  3.3120283e-001 
 1.4399999e+000,  3.4601188e-001 
 1.4800000e+000,  3.6141434e-001 
 1.5200000e+000,  3.7732574e-001 
 1.5599999e+000,  3.9367288e-001 
 1.5999999e+000,  4.1039267e-001 
 1.6400000e+000,  4.2743099e-001 
 1.6799999e+000,  4.4474158e-001 
 1.7199999e+000,  4.6228498e-001 
 1.7600000e+000,  4.8002777e-001 
 1.8000000e+000,  4.9794164e-001 
 1.8399999e+000,  5.1600271e-001 
 1.8800000e+000,  5.3419089e-001 
 1.9200000e+000,  5.5248928e-001 
 1.9599999e+000,  5.7088375e-001 
 2.0000000e+000,  5.8936244e-001 
 2.0400000e+000,  6.0791546e-001 
 2.0799999e+000,  6.2653440e-001 
 2.1199999e+000,  6.4521229e-001 
 2.1599998e+000,  6.6394329e-001 
 2.2000000e+000,  6.8272239e-001 
 2.2400000e+000,  7.0154548e-001 
 2.2800000e+000,  7.2040892e-001 
 2.3199999e+000,  7.3930961e-001 
 2.3599999e+000,  7.5824499e-001 
 2.3999999e+000,  7.7721274e-001 
 2.4400001e+000,  7.9621083e-001 
 2.4800000e+000,  8.1523764e-001 
 2.5200000e+000,  8.3429146e-001 
 2.5599999e+000,  8.5337096e-001 
 2.5999999e+000,  8.7247491e-001 
 2.6399999e+000,  8.9160210e-001 
 2.6799998e+000,  9.1075158e-001 
 2.7200000e+000,  9.2992228e-001 
 2.7600000e+000,  9.4911343e-001 
 2.8000000e+000,  9.6832412e-001 
 2.8399999e+000,  9.8755360e-001 
 2.8799999e+000,  1.0068011e+000 
 2.9199998e+000,  1.0260661e+000 
 2.9600000e+000,  1.0453477e+000 
 3.0000000e+000,  1.0646455e+000 
 3.0400000e+000,  1.0839590e+000 
 3.0799999e+000,  1.1032875e+000 
 3.1199999e+000,  1.1226304e+000 
 3.1599998e+000,  1.1419873e+000 
 3.1999998e+000,  1.1613579e+000 
 3.2400000e+000,  1.1807417e+000 
 3.2800000e+000,  1.2001381e+000 
 3.3199999e+000,  1.2195468e+000 
 3.3599999e+000,  1.2389674e+000 
 3.3999999e+000,  1.2583996e+000 
 3.4399998e+000,  1.2778430e+000 
 3.4800000e+000,  1.2972971e+000 
 3.5200000e+000,  1.3167619e+000 
 3.5599999e+000,  1.3362367e+000 
 3.5999999e+000,  1.3557216e+000 
 3.6399999e+000,  1.3752160e+000 
 3.6799998e+000,  1.3947198e+000 
 3.7200000e+000,  1.4142327e+000 
 3.7600000e+000,  1.4337544e+000 
 3.8000000e+000,  1.4532847e+000 
 3.8399999e+000,  1.4728234e+000 
 3.8799999e+000,  1.4923701e+000 
 3.9199998e+000,  1.5119247e+000 
 3.9599998e+000,  1.5314871e+000 
 4.0000000e+000,  1.5510570e+000 
